Full Name,Date of Birth,Phone,Email,Bed Types Needed,Status,Notes,Pets,Pet name(s) and species,Vehicle,Vehicle Details,VI Score,UniteUs,HMIS,Mailing Address,Employed,ADA Accommodations,Housing Preference,Needs Medical Respite,Date Added
Daniel Williams,1950-09-16,505-555-8377,daniel_williams@example.com,"rec9b2J2UTwKTpD5C",Unhoused,Lost everything in recent fire.,true,"Buddy (chihuahua), Patches (dog)",true,2005 Ford F-150 - poor condition,,true,true,false,false,"Hearing accommodations, Grab bars needed","Seeking Shelter Placement",false,2025-04-22
Samuel Thomas,1990-10-05,505-555-6863,samuel_thomas@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Estranged from family. Attended last case conferencing meeting. Health issues - needs regular medical care.,false,,true,2002 Honda Accord - needs repairs,,false,false,false,false,,"Seeking Shelter Placement",false,2025-02-14
Joshua Edwards,1988-06-01,505-555-6435,joshua_edwards@example.com,"reclIU5ZYnCmzhB8b",Unhoused,Chronic health condition requires medication. Estranged from family. Veteran - served in Navy.,false,,false,,,false,true,true,false,,"Unsheltered by Choice",false,2025-10-18
Martha Jones,1938-04-24,505-555-3514,martha_jones@example.com,"reclIU5ZYnCmzhB8b, recBTyhWRG9EJWm0V",Unhoused,Working part-time at local restaurant.,true,Daisy (dog),true,2006 Toyota Corolla - needs repairs,,false,false,true,true,,"Seeking Shelter Placement",true,2025-09-03
Joseph Powell,1991-09-01,505-555-1428,joseph_powell@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Attended last case conferencing meeting. Working part-time at local restaurant.,false,,true,2007 Nissan Sentra - runs well,,false,false,false,false,,"Seeking Shelter Placement",true,2025-09-03
Richard Lopez,1963-12-20,505-555-1228,richard_lopez@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Unhoused,Health issues - needs regular medical care. Working with case manager weekly. Waiting for shelter bed.,false,,false,,,false,false,false,false,,"Prefers Vehicle",false,2025-07-24
Betty Davis,2001-08-08,505-555-5745,betty_davis@example.com,"recWhJHWlxhJCUUc8",Exited to Housing,"Needs help with disability application. Applied for Medicaid, waiting for approval.",false,,true,1995 Chevy van - needs repairs,,false,false,false,false,,"Seeking Shelter Placement",false,2025-02-25
Jennifer Wood,1982-12-22,505-555-4964,jennifer_wood@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,"Lost everything in recent fire. Willing to work, looking for opportunities.",true,"Bear (large dog), Whiskers (cat)",true,older pickup truck - runs well,,false,false,true,false,,"Seeking Shelter Placement",false,2025-04-17
Dennis Diaz,1944-06-01,505-555-6529,dennis_diaz@example.com,"rec9b2J2UTwKTpD5C",Placed,Mental health support needed.,true,Max (cat (orange tabby)),false,,80,false,true,true,false,,"Seeking Shelter Placement",false,2025-10-21
Jessica Gonzalez,1968-12-12,505-555-9708,jessica_gonzalez@example.com,,Unhoused,Fleeing domestic violence situation.,true,"Misty (cat (gray)), Tiger (large dog)",false,,,false,false,false,true,"Wheelchair accessible","Prefers Vehicle",false,2025-10-25
Donna Martinez,1994-04-23,505-555-1988,donna_martinez@example.com,"reclIU5ZYnCmzhB8b, recqysbkrelgYADCo",Placed,Interested in substance abuse treatment. Estranged from family.,true,Lucy (small dog),false,,86,true,false,false,false,"Visual accommodations","Prefers Vehicle, Seeking Shelter Placement",false,2025-12-07
Gerald Sullivan,1940-10-28,505-555-1443,gerald_sullivan@example.com,"recWhJHWlxhJCUUc8, recqysbkrelgYADCo",Unhoused,Fleeing domestic violence situation. Working with case manager weekly.,false,,false,,,false,false,false,false,,"Prefers Outdoor/Tent",false,2025-09-21
Samuel Patterson,1991-03-07,505-555-4655,samuel_patterson@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Mental health support needed.,false,,false,,,true,false,true,false,,"Unsheltered by Choice",false,2025-11-23
Andrea Parker,2007-11-23,505-555-8698,andrea_parker@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Prefers to stay in current location.,false,,false,,,false,false,false,true,,"Seeking Shelter Placement",false,2025-06-07
Kathleen Ramos,2002-05-01,505-555-6191,kathleen_ramos@example.com,,Exited to Housing,Veteran - served in Navy. Lost everything in recent fire.,false,,false,,,true,true,true,false,,"Seeking Shelter Placement",false,2025-05-28
Jessica Morales,1971-09-06,505-555-6953,jessica_morales@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Other Exit,Been on streets for over a year.,false,,true,1998 Honda Civic - runs well,,false,false,false,false,,"Seeking Shelter Placement",false,2025-10-11
David Kim,1958-06-18,505-555-7842,david_kim@example.com,"rec9b2J2UTwKTpD5C",Placed,"Previously housed at shelter, had to leave. Lost everything in recent fire.",true,"Daisy (dog), Sadie (dog)",true,white van - runs well,86,true,false,false,true,,"Seeking Shelter Placement",false,2025-11-09
Christine Cooper,1935-12-07,505-555-6481,christine_cooper@example.com,"recA2HEjmy46Zz5KE",Unhoused,Been on streets for 3 months.,true,Bailey (chihuahua),true,RV (older model) - fair condition,,false,false,true,false,,"Prefers Vehicle",true,2025-01-11
Arthur Taylor,1966-04-03,505-555-7105,arthur_taylor@example.com,"rec6BYXTiszjS4Fiy, recBTyhWRG9EJWm0V",Unhoused,Working part-time at local restaurant. Receives SSI benefits.,true,Buddy (cat (orange tabby)),false,,,false,false,false,false,,"Seeking Shelter Placement",false,2025-08-02
Betty Reed,1979-03-03,505-555-2739,betty_reed@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recqysbkrelgYADCo",Unhoused,"Applied for Medicaid, waiting for approval.",false,,true,1998 Honda Civic - needs repairs,,false,false,false,false,,"Undecided",true,2025-09-17
Julie Reyes,2004-08-27,505-555-8042,julie_reyes@example.com,,Unhoused,"Needs assistance with housing applications. Has GED, interested in vocational training.",false,,false,,,true,false,true,false,,"Seeking Shelter Placement",false,2025-08-20
Jeremy Brown,1939-04-26,505-555-4388,jeremy_brown@example.com,"rec9b2J2UTwKTpD5C",Unhoused,Health issues - needs regular medical care. Been on streets for 3 months.,false,,false,,,false,false,true,false,,"Seeking Shelter Placement",false,2025-04-22
Christian Parker,2008-09-14,505-555-8875,christian_parker@example.com,"rec5rstKxttDwp71g, recJQ852bannc7UuF, recBTyhWRG9EJWm0V",Placed,"Applied for Medicaid, waiting for approval. Working part-time at local restaurant.",true,Charlie (large dog),true,2002 Honda Accord - runs well,91,false,true,false,false,,"Seeking Shelter Placement",false,2025-02-06
Jeremy Patel,1967-03-01,505-555-7106,jeremy_patel@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recqysbkrelgYADCo",Unhoused,Been on streets for 3 months.,true,"Luna (small dog), Bear (small dog)",true,2003 Toyota Camry - fair condition,,false,true,true,false,,"Seeking Shelter Placement",false,2025-03-15
Brenda Jenkins,1990-12-09,505-555-6069,brenda_jenkins@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recBTyhWRG9EJWm0V",Unhoused,"Veteran - served in Navy. Recently lost job and housing. Willing to work, looking for opportunities.",false,,true,white van - runs well,,false,false,false,false,,"Staying with Family/Friends",true,2025-03-24
Kathleen Jordan,2003-07-11,505-555-3831,kathleen_jordan@example.com,"recBTyhWRG9EJWm0V",Other Exit,"Mental health support needed. Applied for Medicaid, waiting for approval.",false,,true,1999 Ford Taurus - runs well,,true,false,true,false,"Hearing accommodations","Other",false,2025-06-16
Frank Ross,1937-01-13,505-555-2584,frank_ross@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Other Exit,Needs help with disability application. Chronic health condition requires medication. Health issues - needs regular medical care.,false,,false,,,false,false,false,false,,"Seeking Shelter Placement",false,2025-07-07
Christina Mendoza,2006-10-04,505-555-6928,christina_mendoza@example.com,"recBTyhWRG9EJWm0V",Placed,"Recently lost job and housing. Been on streets for over a year. Willing to work, looking for opportunities.",true,Mittens (large dog),false,,93,false,false,false,false,,"Seeking Shelter Placement",false,2025-03-27
Susan Wilson,2006-02-20,505-555-4422,susan_wilson@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Lost everything in recent fire.,false,,false,,,true,false,true,false,,"Unsheltered by Choice",false,2025-11-07
Emily Moreno,2007-06-03,505-555-3623,emily_moreno@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,"Has family in Albuquerque. Mental health support needed. Has GED, interested in vocational training.",true,"Zeus (chihuahua), Bella (cat (orange tabby))",false,,,true,false,true,false,,"Prefers Vehicle, Seeking Shelter Placement",false,2025-06-13
Daniel Johnson,1984-04-10,505-555-5918,daniel_johnson@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recqysbkrelgYADCo",Unhoused,"Applied for Medicaid, waiting for approval. Estranged from family. Connected with HUGS outreach team.",false,,false,,,false,true,false,false,,"Seeking Shelter Placement",false,2025-08-27
Lawrence Davis,1982-09-19,505-555-4405,lawrence_davis@example.com,"rec6BYXTiszjS4Fiy, recqysbkrelgYADCo",Unhoused,Attended last case conferencing meeting. Prefers to stay in current location.,false,,true,2003 Toyota Camry - needs repairs,,false,false,false,false,,"Seeking Shelter Placement",false,2025-01-15
Martha Kelly,2009-12-20,505-555-5619,martha_kelly@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,"Has GED, interested in vocational training.",false,,false,,,true,false,false,false,,"Seeking Shelter Placement",false,2025-08-03
Harold Ramos,1944-02-23,505-555-6693,harold_ramos@example.com,"rec9b2J2UTwKTpD5C",Unhoused,Chronic health condition requires medication.,true,Shadow (large dog),true,2003 Toyota Camry - poor condition,,true,false,false,true,"Grab bars needed, Visual accommodations","Seeking Shelter Placement",false,2025-12-18
Sean Romero,1952-11-12,505-555-1238,sean_romero@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Unhoused,"Declined services at this time. Previously housed at shelter, had to leave. Working with case manager weekly.",false,,false,,,false,false,false,false,"Grab bars needed","Seeking Shelter Placement",false,2025-05-15
Willie Gonzalez,1935-10-15,505-555-2739,willie_gonzalez@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Unhoused,Been on streets for 3 months.,false,,false,,,false,false,true,false,"Grab bars needed","Seeking Shelter Placement",false,2025-06-01
Christina Perez,1954-05-19,505-555-7577,christina_perez@example.com,"recA2HEjmy46Zz5KE",Unhoused,"Open to housing opportunities. Applied for Medicaid, waiting for approval. Estranged from family.",false,,false,,,true,false,true,false,,"Seeking Shelter Placement",false,2025-05-16
Diane Johnson,1937-01-05,505-555-2549,diane_johnson@example.com,"recA2HEjmy46Zz5KE, recqysbkrelgYADCo",Unhoused,"Willing to work, looking for opportunities. Applied for Medicaid, waiting for approval.",false,,false,,,true,true,false,false,,"Seeking Shelter Placement",false,2025-06-22
Frank Vargas,1963-05-10,505-555-5860,frank_vargas@example.com,"rec9b2J2UTwKTpD5C",Unhoused,Attended last case conferencing meeting. Previously lived in Denver. Previously lived in Denver.,false,,false,,,true,false,false,false,,"Prefers Outdoor/Tent",false,2025-05-18
Kathryn Ward,1976-04-26,505-555-6626,kathryn_ward@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Been on streets for over a year. Veteran - served in Navy.,false,,false,,,true,true,false,false,,"Seeking Shelter Placement",false,2025-01-13
Edward Mendoza,1985-05-13,505-555-1536,edward_mendoza@example.com,"rec6BYXTiszjS4Fiy",Unhoused,Been on streets for over a year. Been on streets for over a year. Working part-time at local restaurant.,false,,true,1995 Chevy van - needs repairs,,false,false,false,true,,"Seeking Shelter Placement",false,2025-12-16
Debra Vargas,1941-07-20,505-555-1027,debra_vargas@example.com,"recA2HEjmy46Zz5KE, recBTyhWRG9EJWm0V",Placed,Declined services at this time. Health issues - needs regular medical care.,false,,true,white van - not running,84,false,true,false,true,,"Seeking Shelter Placement",false,2025-01-24
Nancy Jackson,1999-12-14,505-555-8818,nancy_jackson@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Exited to Housing,"Willing to work, looking for opportunities. Needs assistance with housing applications.",false,,true,white van - poor condition,,false,false,false,false,,"Unsheltered by Choice",true,2025-08-10
Juan Rodriguez,1959-10-06,505-555-5212,juan_rodriguez@example.com,"rec9b2J2UTwKTpD5C, recBTyhWRG9EJWm0V",Unhoused,"Applied for Medicaid, waiting for approval.",true,"Misty (cat (orange tabby)), Mittens (cat)",false,,,false,false,false,true,,"Seeking Shelter Placement",true,2025-12-21
Victoria Hamilton,1969-03-16,505-555-8251,victoria_hamilton@example.com,"recBTyhWRG9EJWm0V",Other Exit,Recently lost job and housing. Attended last case conferencing meeting.,false,,false,,,true,false,false,false,,"Other",false,2025-02-10
Christina Lopez,1976-08-27,505-555-5199,christina_lopez@example.com,"recqysbkrelgYADCo",Placed,Attended last case conferencing meeting. Veteran - served in Navy.,false,,false,,87,true,false,false,false,"Grab bars needed","Prefers Vehicle",false,2025-04-11
Dorothy Jenkins,1940-11-16,505-555-2024,dorothy_jenkins@example.com,"recA2HEjmy46Zz5KE, recBTyhWRG9EJWm0V",Unhoused,"Prefers to stay in current location. Health issues - needs regular medical care. Applied for Medicaid, waiting for approval.",true,Molly (small dog),false,,,true,false,true,true,,"Seeking Shelter Placement",true,2025-02-23
Amanda Morgan,1941-06-19,505-555-4589,amanda_morgan@example.com,"recA2HEjmy46Zz5KE",Exited to Housing,Connected with HUGS outreach team.,true,Shadow (cat (orange tabby)),false,,,true,false,true,false,,"Seeking Shelter Placement",false,2025-01-03
Michael Moreno,1953-11-05,505-555-3429,michael_moreno@example.com,"rec9b2J2UTwKTpD5C",Unhoused,"Receives SSI benefits. Willing to work, looking for opportunities.",true,"Smokey (chihuahua), Rocky (pit bull mix)",false,,,true,true,true,false,,"Prefers Outdoor/Tent",false,2025-10-05
Jeffrey Allen,1963-11-17,505-555-9905,jeffrey_allen@example.com,"rec9b2J2UTwKTpD5C",Unhoused,Previously lived in Denver. Needs assistance with housing applications.,false,,false,,,false,true,true,false,"Grab bars needed","Prefers Outdoor/Tent",true,2025-04-15
Gloria Guzman,1952-10-09,505-555-4955,gloria_guzman@example.com,"recA2HEjmy46Zz5KE",Unhoused,Previously lived in Denver.,false,,true,RV (older model) - poor condition,,false,true,false,false,,"Other",false,2025-08-08
Betty Aguilar,2000-02-09,505-555-3667,betty_aguilar@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Other Exit,Veteran - served in Navy.,false,,false,,,true,false,false,false,,"Undecided",false,2025-09-05
Joshua Peterson,1959-06-21,505-555-2313,joshua_peterson@example.com,"rec9b2J2UTwKTpD5C",Unhoused,"Has ID, needs birth certificate. Previously housed at shelter, had to leave. Willing to work, looking for opportunities.",true,Patches (large dog),false,,,false,true,false,false,"Ground floor only","Prefers Vehicle",false,2025-04-26
Jerry Walker,1972-06-20,505-555-7838,jerry_walker@example.com,"rec9b2J2UTwKTpD5C",Unhoused,Attended last case conferencing meeting. Connected with HUGS outreach team. Chronic health condition requires medication.,false,,true,2003 Toyota Camry - poor condition,,true,false,false,false,"Hearing accommodations","Unsheltered by Choice",true,2025-03-26
Brandon Griffin,1997-02-01,505-555-8766,brandon_griffin@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Other Exit,Working part-time at local restaurant.,false,,false,,,false,false,true,false,,"Seeking Shelter Placement",false,2025-04-28
Austin Griffin,1940-03-21,505-555-3620,austin_griffin@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Unhoused,"Applied for Medicaid, waiting for approval.",true,Daisy (cat),false,,,false,false,false,false,,"Seeking Shelter Placement",true,2025-01-11
John Henderson,1950-10-25,505-555-9880,john_henderson@example.com,"rec9b2J2UTwKTpD5C",Unhoused,"Willing to work, looking for opportunities. Declined services at this time. Connected with HUGS outreach team.",true,Bella (pit bull mix),true,2007 Nissan Sentra - not running,,true,false,false,true,,"Unsheltered by Choice",false,2025-11-11
Denise Green,1973-10-15,505-555-1994,denise_green@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,On Life Link waitlist. Recently lost job and housing.,false,,false,,,false,false,true,false,,"Prefers Vehicle",false,2025-11-06
Frank Morgan,1950-06-28,505-555-4508,frank_morgan@example.com,"rec5rstKxttDwp71g, recJQ852bannc7UuF, recqysbkrelgYADCo",Unhoused,Mental health support needed. Waiting for shelter bed. Previously lived in Denver.,true,Bella (chihuahua),false,,,true,false,false,false,,"Seeking Shelter Placement",false,2025-11-10
Samantha Peterson,1993-01-27,505-555-3478,samantha_peterson@example.com,"reclIU5ZYnCmzhB8b, recqysbkrelgYADCo",Unhoused,"Applied for Medicaid, waiting for approval. Has ID, needs birth certificate.",true,Simba (cat (gray)),true,2005 Ford F-150 - fair condition,,true,false,false,false,,"Seeking Shelter Placement",true,2025-07-12
Andrew Romero,1979-09-02,505-555-1382,andrew_romero@example.com,"rec6BYXTiszjS4Fiy",Other Exit,"Has ID, needs birth certificate. Has GED, interested in vocational training.",false,,false,,,false,false,false,false,"Grab bars needed, Visual accommodations","Staying with Family/Friends",true,2025-08-21
Carol Alvarez,2000-07-01,505-555-4096,carol_alvarez@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recqysbkrelgYADCo",Unhoused,"Estranged from family. Applied for Medicaid, waiting for approval.",false,,true,2003 Toyota Camry - poor condition,,false,false,true,false,,"Other",false,2025-03-07
Stephanie Chavez,1955-02-27,505-555-2833,stephanie_chavez@example.com,"recA2HEjmy46Zz5KE",Placed,Veteran - served in Navy.,true,"Molly (small dog), Smokey (cat (gray))",true,older pickup truck - poor condition,76,false,false,false,false,,"Staying with Family/Friends",false,2025-04-18
Lisa Bell,1948-11-19,505-555-5059,lisa_bell@example.com,"recA2HEjmy46Zz5KE",Unhoused,Waiting for shelter bed. Needs assistance with housing applications.,false,,false,,,false,false,false,true,,"Prefers Vehicle, Seeking Shelter Placement",false,2025-12-21
Raymond Ward,1995-07-15,505-555-8384,raymond_ward@example.com,"rec6BYXTiszjS4Fiy",Other Exit,Chronic health condition requires medication. Previously lived in Denver. Waiting for shelter bed.,true,Bella (small dog),true,white van - not running,,false,false,false,false,,"Seeking Shelter Placement",false,2025-05-02
Shirley Diaz,1995-02-13,505-555-4128,shirley_diaz@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recBTyhWRG9EJWm0V",Unhoused,On Life Link waitlist.,false,,false,,,false,false,false,true,,"Seeking Shelter Placement",false,2025-01-18
Brandon Taylor,1963-08-03,505-555-4614,brandon_taylor@example.com,"rec9b2J2UTwKTpD5C, recBTyhWRG9EJWm0V",Unhoused,"On Life Link waitlist. Willing to work, looking for opportunities. Recently lost job and housing.",true,Whiskers (cat (gray)),true,2006 Toyota Corolla - poor condition,,false,false,false,true,"Ground floor only","Seeking Shelter Placement",false,2025-03-14
Daniel Delgado,1963-04-05,505-555-2750,daniel_delgado@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Unhoused,"Previously housed at shelter, had to leave.",false,,true,RV (older model) - poor condition,,true,false,true,false,,"Prefers Outdoor/Tent",false,2025-05-27
Virginia Adams,1998-07-22,505-555-9857,virginia_adams@example.com,,Unhoused,Needs assistance with housing applications.,false,,false,,,true,true,true,false,,"Seeking Shelter Placement",false,2025-10-11
Kathleen Medina,1993-06-17,505-555-2879,kathleen_medina@example.com,,Unhoused,"Has ID, needs birth certificate.",false,,true,2007 Nissan Sentra - fair condition,,true,false,false,false,,"Seeking Shelter Placement",false,2025-12-12
Carl Smith,1976-12-23,505-555-5217,carl_smith@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,"Fleeing domestic violence situation. Willing to work, looking for opportunities.",true,Bella (large dog),true,2006 Toyota Corolla - not running,,true,false,false,false,,"Seeking Shelter Placement",false,2025-05-12
Noah James,1939-10-19,505-555-6292,noah_james@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Unhoused,Been on streets for 3 months.,true,Misty (shepherd mix),false,,,false,false,true,false,,"Unsheltered by Choice",false,2025-08-10
Willie Delgado,2004-11-11,505-555-8255,willie_delgado@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Chronic health condition requires medication.,false,,false,,,false,true,true,false,,"Prefers Outdoor/Tent",false,2025-12-21
Richard Wood,1937-01-04,505-555-9693,richard_wood@example.com,"rec9b2J2UTwKTpD5C, recBTyhWRG9EJWm0V",Unhoused,Been on streets for over a year.,false,,false,,,false,false,false,false,,"Undecided",false,2025-02-10
Rachel Hall,1988-08-27,505-555-8462,rachel_hall@example.com,,Placed,Veteran - served in Navy. Previously lived in Denver. Attended last case conferencing meeting.,true,"Misty (shepherd mix), Misty (shepherd mix)",true,2007 Nissan Sentra - not running,90,false,true,true,false,,"Seeking Shelter Placement",false,2025-06-20
Evelyn Cruz,2006-07-08,505-555-5120,evelyn_cruz@example.com,"recA2HEjmy46Zz5KE, recBTyhWRG9EJWm0V",Unhoused,"Has GED, interested in vocational training.",true,Mittens (cat (gray)),false,,,false,false,true,false,,"Unsheltered by Choice",false,2025-01-06
Teresa Medina,1990-09-10,505-555-6655,teresa_medina@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Veteran - served in Navy. Been on streets for over a year. Connected with HUGS outreach team.,true,Daisy (cat),false,,,false,true,true,false,,"Staying with Family/Friends",false,2025-02-17
Larry Aguilar,1985-05-06,505-555-6292,larry_aguilar@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Prefers to stay in current location. Needs help with disability application.,true,"Max (chihuahua), Patches (cat)",false,,,true,false,true,true,,"Seeking Shelter Placement",false,2025-07-20
Keith Torres,1942-07-01,505-555-6797,keith_torres@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Placed,Recently lost job and housing. Attended last case conferencing meeting. Waiting for shelter bed.,true,Charlie (small dog),true,older pickup truck - fair condition,91,false,false,true,true,,"Unsheltered by Choice",false,2025-04-04
Zachary Morris,1996-07-24,505-555-3101,zachary_morris@example.com,"rec6BYXTiszjS4Fiy",Unhoused,Open to housing opportunities.,false,,true,1999 Ford Taurus - fair condition,,false,true,false,false,,"Unsheltered by Choice",false,2025-02-06
Carl Vargas,1950-02-13,505-555-3236,carl_vargas@example.com,"rec9b2J2UTwKTpD5C",Unhoused,Waiting for shelter bed. Health issues - needs regular medical care.,false,,false,,,false,false,false,false,,"Seeking Shelter Placement",false,2025-10-15
Patricia Mitchell,1971-09-23,505-555-9992,patricia_mitchell@example.com,"recqysbkrelgYADCo",Placed,Recently lost job and housing. Attended last case conferencing meeting.,true,Smokey (small dog),false,,98,false,true,false,false,,"Seeking Shelter Placement",false,2025-06-09
John Ramirez,1952-07-19,505-555-7118,john_ramirez@example.com,"rec9b2J2UTwKTpD5C",Unhoused,Needs assistance with housing applications.,true,Zeus (small dog),true,1998 Honda Civic - not running,,false,false,false,true,,"Seeking Shelter Placement",true,2025-02-28
Martha Jones,1991-12-02,505-555-4352,martha_jones@example.com,,Placed,Recently lost job and housing.,true,Tiger (chihuahua),true,1999 Ford Taurus - needs repairs,75,false,true,false,false,,"Seeking Shelter Placement",false,2025-12-15
Ethan Campbell,2003-12-10,505-555-4698,ethan_campbell@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Working with case manager weekly. Open to housing opportunities. Receives SSI benefits.,true,Charlie (chihuahua),false,,,false,false,true,false,,"Prefers Outdoor/Tent",false,2025-12-09
Jack Alvarez,2001-06-25,505-555-2669,jack_alvarez@example.com,"rec6BYXTiszjS4Fiy",Unhoused,Prefers to stay in current location. Previously lived in Denver. Working with case manager weekly.,false,,false,,,false,false,false,false,,"Prefers Vehicle, Seeking Shelter Placement",false,2025-07-13
Olivia Nguyen,1950-08-16,505-555-1179,olivia_nguyen@example.com,"recA2HEjmy46Zz5KE",Placed,Working with case manager weekly.,true,Whiskers (cat),false,,76,true,false,false,false,,"Staying with Family/Friends",false,2025-05-10
Julie Ramirez,1993-08-22,505-555-6770,julie_ramirez@example.com,"recBTyhWRG9EJWm0V",Unhoused,"Has GED, interested in vocational training. Open to housing opportunities.",true,"Tiger (cat (gray)), Oreo (small dog)",false,,,false,false,false,false,,"Seeking Shelter Placement",false,2025-08-22
Anthony Price,2001-06-02,505-555-9470,anthony_price@example.com,"rec6BYXTiszjS4Fiy, recBTyhWRG9EJWm0V",Placed,Attended last case conferencing meeting.,true,"Oreo (dog), Zeus (small dog)",false,,87,true,false,true,false,,"Prefers Vehicle, Seeking Shelter Placement",false,2025-02-10
Jeremy Sanchez,1971-03-12,505-555-2327,jeremy_sanchez@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recBTyhWRG9EJWm0V",Unhoused,"Veteran - served in Navy. Previously housed at shelter, had to leave.",false,,false,,,false,false,true,false,,"Prefers Vehicle, Seeking Shelter Placement",false,2025-07-17
Ethan Herrera,1963-06-01,505-555-5135,ethan_herrera@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Other Exit,Attended last case conferencing meeting. Waiting for shelter bed.,false,,false,,,false,true,true,false,,"Undecided",true,2025-11-24
Kathryn Rogers,1970-01-08,505-555-1858,kathryn_rogers@example.com,"recBTyhWRG9EJWm0V",Exited to Housing,Estranged from family.,false,,false,,,true,false,true,false,"Grab bars needed","Prefers Outdoor/Tent",false,2025-11-27
Donald Gonzalez,1975-05-02,505-555-4304,donald_gonzalez@example.com,"reclIU5ZYnCmzhB8b",Unhoused,Lost everything in recent fire. Working part-time at local restaurant. On Life Link waitlist.,false,,false,,,true,false,true,false,,"Seeking Shelter Placement",false,2025-08-12
Linda Roberts,1987-07-06,505-555-2776,linda_roberts@example.com,,Unhoused,Needs assistance with housing applications.,false,,true,2007 Nissan Sentra - fair condition,,false,true,false,false,,"Seeking Shelter Placement",false,2025-07-02
Timothy Jimenez,1988-03-28,505-555-4428,timothy_jimenez@example.com,"reclIU5ZYnCmzhB8b, recqysbkrelgYADCo",Unhoused,"Interested in substance abuse treatment. Applied for Medicaid, waiting for approval.",false,,true,1995 Chevy van - fair condition,,true,false,true,false,,"Seeking Shelter Placement",false,2025-12-03
Kenneth Roberts,1949-09-18,505-555-2044,kenneth_roberts@example.com,"rec9b2J2UTwKTpD5C",Unhoused,Mental health support needed. Waiting for shelter bed. Open to housing opportunities.,false,,false,,,true,false,true,false,,"Prefers Outdoor/Tent",false,2025-08-15
Albert Rodriguez,1939-09-12,505-555-6174,albert_rodriguez@example.com,"rec5rstKxttDwp71g, recJQ852bannc7UuF, recqysbkrelgYADCo",Unhoused,Working with case manager weekly. Open to housing opportunities. Declined services at this time.,false,,false,,,false,true,false,true,,"Staying with Family/Friends",false,2025-02-18
Barbara Coleman,1947-03-20,505-555-2403,barbara_coleman@example.com,"recA2HEjmy46Zz5KE, recqysbkrelgYADCo",Unhoused,Connected with HUGS outreach team. Declined services at this time.,true,"Daisy (large dog), Smokey (dog)",false,,,true,false,true,false,"Ground floor only, Visual accommodations","Seeking Shelter Placement",false,2025-04-16
Peter Lopez,1958-03-18,505-555-2271,peter_lopez@example.com,"rec9b2J2UTwKTpD5C, recBTyhWRG9EJWm0V",Placed,Declined services at this time. Fleeing domestic violence situation.,false,,true,white van - runs well,71,false,false,false,false,,"Seeking Shelter Placement",false,2025-10-25
Stephen Fisher,1998-01-06,505-555-9907,stephen_fisher@example.com,"rec6BYXTiszjS4Fiy",Exited to Housing,Connected with HUGS outreach team. Been on streets for over a year. Prefers to stay in current location.,false,,true,2003 Toyota Camry - needs repairs,,true,false,true,false,,"Seeking Shelter Placement",true,2025-11-21
